location,name,poi_type,rating,price,Type,latitude,longitude,free_bikes
"300228 - Westferry Circus, Canary Wharf",Ropemakers Fields,['Park'],,,Park,51.5057030357,-0.0277727426235,14
"300228 - Westferry Circus, Canary Wharf",Sir John McDougal Gardens,['Park'],,,Park,51.5057030357,-0.0277727426235,14
"300228 - Westferry Circus, Canary Wharf",Poplar Recreation Ground,['Park'],,,Park,51.5057030357,-0.0277727426235,14
"300228 - Westferry Circus, Canary Wharf",Canada Square Park,['Park'],,,Park,51.5057030357,-0.0277727426235,14
"300228 - Westferry Circus, Canary Wharf",Durand's Wharf,['Park'],,,Park,51.5057030357,-0.0277727426235,14
"300228 - Westferry Circus, Canary Wharf",Pearsons Park,['Park'],,,Park,51.5057030357,-0.0277727426235,14
"300228 - Westferry Circus, Canary Wharf",Pennyfields Park,['Park'],,,Park,51.5057030357,-0.0277727426235,14
"200256 - Sutton Street, Shadwell",Stepney Green Park,['Urban Park'],,,Park,51.511066,-0.053558,13
"200256 - Sutton Street, Shadwell",King Edward Memorial Park,['Park'],,,Park,51.511066,-0.053558,13
"200256 - Sutton Street, Shadwell",Wapping Woods,['Park'],,,Park,51.511066,-0.053558,13
"200256 - Sutton Street, Shadwell",Stepney Green Gardens,['Park'],,,Park,51.511066,-0.053558,13
"200256 - Sutton Street, Shadwell",St George's Gardens,['Park'],,,Park,51.511066,-0.053558,13
"200256 - Sutton Street, Shadwell",Arbour Square,['Park'],,,Park,51.511066,-0.053558,13
"200256 - Sutton Street, Shadwell",Tower Hamlets College - Arbour Square,['Park'],,,Park,51.511066,-0.053558,13
"200256 - Sutton Street, Shadwell",Cavell Street Gardens,['Park'],,,Park,51.511066,-0.053558,13
"200256 - Sutton Street, Shadwell",Trafalgar Gardens,['Park'],,,Park,51.511066,-0.053558,13
"200256 - Sutton Street, Shadwell",Swedenborg Gardens,['Park'],,,Park,51.511066,-0.053558,13
"003490 - Southwick Street, Paddington",Floating Pocket Park,['Park'],,,Park,51.51595344,-0.169249375,6
"003490 - Southwick Street, Paddington",The Great Oak,['Park'],,,Park,51.51595344,-0.169249375,6
"003490 - Southwick Street, Paddington",Talbot Square,['Park'],,,Park,51.51595344,-0.169249375,6
"003490 - Southwick Street, Paddington",St Marys Churchyard,['Park'],,,Park,51.51595344,-0.169249375,6
"003490 - Southwick Street, Paddington",Southall Park Day Centre,['Park'],,,Park,51.51595344,-0.169249375,6
"003490 - Southwick Street, Paddington",Sussex Square,['Park'],,,Park,51.51595344,-0.169249375,6
"003490 - Southwick Street, Paddington",Picnic in Hyde Park,['Park'],,,Park,51.51595344,-0.169249375,6
"003490 - Southwick Street, Paddington",Hyde Park - 420 Event,['Park'],,,Park,51.51595344,-0.169249375,6
"003490 - Southwick Street, Paddington",Hyde Park Winter Wonderland Ice Rink,['Amusement Park'],,,Park,51.51595344,-0.169249375,6
"003490 - Southwick Street, Paddington",Italian Gardens,['Garden'],,,Park,51.51595344,-0.169249375,6
"200031 - East Ferry Road, Cubitt Town",Millwall Park,['Park'],,,Park,51.49447,-0.014409,13
"200031 - East Ferry Road, Cubitt Town",Island Gardens,"['Café', 'Caribbean Restaurant']",,,Park,51.49447,-0.014409,13
"200031 - East Ferry Road, Cubitt Town",Sir John McDougal Gardens,['Park'],,,Park,51.49447,-0.014409,13
"200031 - East Ferry Road, Cubitt Town",Mudchute Kitchen,['Farm'],,,Park,51.49447,-0.014409,13
"200031 - East Ferry Road, Cubitt Town",Docklands Sailing & Watersports Centre,"['Water Sports', 'Tour Provider']",,,Park,51.49447,-0.014409,13
"200031 - East Ferry Road, Cubitt Town",Dodgy Park,['Park'],,,Park,51.49447,-0.014409,13
"200031 - East Ferry Road, Cubitt Town",St Johns Park,['Park'],,,Park,51.49447,-0.014409,13
"200031 - East Ferry Road, Cubitt Town",St. John's Park,['Park'],,,Park,51.49447,-0.014409,13
"200031 - East Ferry Road, Cubitt Town",Mudchute Skatepark,['Skate Park'],,,Park,51.49447,-0.014409,13
"200031 - East Ferry Road, Cubitt Town",Harbour Quay Gardens,['Park'],,,Park,51.49447,-0.014409,13
"001016 - Hereford Road, Bayswater",Ladbroke Square Gardens,['Park'],,,Park,51.513735,-0.193487,1
"001016 - Hereford Road, Bayswater",Powis Square,['Park'],,,Park,51.513735,-0.193487,1
"001016 - Hereford Road, Bayswater",Pembridge Gardens,['Park'],,,Park,51.513735,-0.193487,1
"001016 - Hereford Road, Bayswater",Royal Oak Skate Park,['Skate Park'],,,Park,51.513735,-0.193487,1
"001016 - Hereford Road, Bayswater",Westbourne Gardens,['Park'],,,Park,51.513735,-0.193487,1
"001016 - Hereford Road, Bayswater",Perk's Field,['Park'],,,Park,51.513735,-0.193487,1
"001016 - Hereford Road, Bayswater",Colville Gardens,['Park'],,,Park,51.513735,-0.193487,1
"001016 - Hereford Road, Bayswater",Westbourne Green Open Space,['Park'],,,Park,51.513735,-0.193487,1
"001016 - Hereford Road, Bayswater",Southall Park Day Centre,['Park'],,,Park,51.513735,-0.193487,1
"001016 - Hereford Road, Bayswater",Campden Hill Square,['Park'],,,Park,51.513735,-0.193487,1
"001172 - Queen's Gate (South), South Kensington",St Luke's Garden,['Park'],,,Park,51.49247977,-0.178433004,16
"001172 - Queen's Gate (South), South Kensington",Princes Gardens,"['College Quad', 'Park']",,,Park,51.49247977,-0.178433004,16
"001172 - Queen's Gate (South), South Kensington",Hereford Square,['Park'],,,Park,51.49247977,-0.178433004,16
"001172 - Queen's Gate (South), South Kensington",Holy Trinity Brompton Garden,['Park'],,,Park,51.49247977,-0.178433004,16
"001172 - Queen's Gate (South), South Kensington",Markham Square,['Park'],,,Park,51.49247977,-0.178433004,16
"001172 - Queen's Gate (South), South Kensington",St Luke's Playground,['Playground'],,,Park,51.49247977,-0.178433004,16
"001172 - Queen's Gate (South), South Kensington",Russell Park,['Park'],,,Park,51.49247977,-0.178433004,16
"001172 - Queen's Gate (South), South Kensington",Oddono's,['Ice Cream Parlor'],,,Park,51.49247977,-0.178433004,16
"001172 - Queen's Gate (South), South Kensington",The Ampersand Hotel,['Hotel'],,,Park,51.49247977,-0.178433004,16
"001172 - Queen's Gate (South), South Kensington",Natural History Museum,['Science Museum'],,,Park,51.49247977,-0.178433004,16
"001144 - Poured Lines, Bankside",Temple Gardens,['Park'],,,Park,51.50669284,-0.103137426,29
"001144 - Poured Lines, Bankside",Southbank Skate Park,['Skate Park'],,,Park,51.50669284,-0.103137426,29
"001144 - Poured Lines, Bankside",Bernie Spain Gardens,['Park'],,,Park,51.50669284,-0.103137426,29
"001144 - Poured Lines, Bankside",St Paul's Churchyard,['Park'],,,Park,51.50669284,-0.103137426,29
"001144 - Poured Lines, Bankside",Tate Modern Gardens,['Park'],,,Park,51.50669284,-0.103137426,29
"001144 - Poured Lines, Bankside",Mint Street Park,['Park'],,,Park,51.50669284,-0.103137426,29
"001144 - Poured Lines, Bankside",Waterloo Millennium Green,['Park'],,,Park,51.50669284,-0.103137426,29
"001144 - Poured Lines, Bankside",Nelson Square Gardens,['Park'],,,Park,51.50669284,-0.103137426,29
"001144 - Poured Lines, Bankside",Nelson Square,['Park'],,,Park,51.50669284,-0.103137426,29
"001144 - Poured Lines, Bankside",Ufford Street Recreation Ground,['Park'],,,Park,51.50669284,-0.103137426,29
"300216 - Gas Holders, Battersea Park",Battersea Park,['Park'],,,Park,51.477966,-0.14785703,25
"300216 - Gas Holders, Battersea Park",Power Station Park,['Park'],,,Park,51.477966,-0.14785703,25
"300216 - Gas Holders, Battersea Park",Carriage Drive - Battersea Park,['Park'],,,Park,51.477966,-0.14785703,25
"300216 - Gas Holders, Battersea Park",Gul & Kadir Terrace,['Park'],,,Park,51.477966,-0.14785703,25
"300216 - Gas Holders, Battersea Park",Heathbrook Park,['Park'],,,Park,51.477966,-0.14785703,25
"300216 - Gas Holders, Battersea Park",Montefiore Gardens,['Playground'],,,Park,51.477966,-0.14785703,25
"300216 - Gas Holders, Battersea Park",The West Lawn,['Park'],,,Park,51.477966,-0.14785703,25
"300216 - Gas Holders, Battersea Park",Battersea Park Adventure Playground,['Playground'],,,Park,51.477966,-0.14785703,25
"300216 - Gas Holders, Battersea Park",Pear Tree Cafe,"['Café', 'Restaurant']",,,Park,51.477966,-0.14785703,25
"300216 - Gas Holders, Battersea Park",Captain Corelli,"['Café', 'Pizzeria', 'Italian Restaurant']",,,Park,51.477966,-0.14785703,25
"003425 - Northington Street , Holborn",Lincoln's Inn Fields,['Park'],,,Park,51.5222641,-0.114079481,2
"003425 - Northington Street , Holborn",Myddelton Square,['Park'],,,Park,51.5222641,-0.114079481,2
"003425 - Northington Street , Holborn",Coram's Fields,['Playground'],,,Park,51.5222641,-0.114079481,2
"003425 - Northington Street , Holborn",Brunswick Square Gardens,['Park'],,,Park,51.5222641,-0.114079481,2
"003425 - Northington Street , Holborn",Spa Fields,['Park'],,,Park,51.5222641,-0.114079481,2
"003425 - Northington Street , Holborn",Gray's Inn Gardens,['Park'],,,Park,51.5222641,-0.114079481,2
"003425 - Northington Street , Holborn",St John's Gardens,['Park'],,,Park,51.5222641,-0.114079481,2
"003425 - Northington Street , Holborn",Smithfield Rotunda Garden,['Park'],,,Park,51.5222641,-0.114079481,2
"003425 - Northington Street , Holborn",St James C of E Church,['Church'],,,Park,51.5222641,-0.114079481,2
"003425 - Northington Street , Holborn",Percy Circus,['Park'],,,Park,51.5222641,-0.114079481,2
"300220 - Farringdon Street, Holborn",Postman's Park,['Park'],,,Park,51.516785,-0.10494775,3
"300220 - Farringdon Street, Holborn",Lincoln's Inn Fields,['Park'],,,Park,51.516785,-0.10494775,3
"300220 - Farringdon Street, Holborn",Temple Gardens,['Park'],,,Park,51.516785,-0.10494775,3
"300220 - Farringdon Street, Holborn",St Paul's Churchyard,['Park'],,,Park,51.516785,-0.10494775,3
"300220 - Farringdon Street, Holborn",Spa Fields,['Park'],,,Park,51.516785,-0.10494775,3
"300220 - Farringdon Street, Holborn",Gray's Inn Gardens,['Park'],,,Park,51.516785,-0.10494775,3
"300220 - Farringdon Street, Holborn",St John's Gardens,['Park'],,,Park,51.516785,-0.10494775,3
"300220 - Farringdon Street, Holborn",Smithfield Rotunda Garden,['Park'],,,Park,51.516785,-0.10494775,3
"300220 - Farringdon Street, Holborn",Fortune Street Park,['Park'],,,Park,51.516785,-0.10494775,3
"300220 - Farringdon Street, Holborn",St James C of E Church,['Church'],,,Park,51.516785,-0.10494775,3
"001076 - Walnut Tree Walk, Vauxhall",West Square Gardens,['Park'],,,Park,51.49368637,-0.111014912,6
"001076 - Walnut Tree Walk, Vauxhall",House of Vans,['Skate Park'],,,Park,51.49368637,-0.111014912,6
"001076 - Walnut Tree Walk, Vauxhall",Archbishop's Park,['Playground'],,,Park,51.49368637,-0.111014912,6
"001076 - Walnut Tree Walk, Vauxhall",Vauxhall Pleasure Gardens,['Park'],,,Park,51.49368637,-0.111014912,6
"001076 - Walnut Tree Walk, Vauxhall",Elephant Park,['Park'],,,Park,51.49368637,-0.111014912,6
"001076 - Walnut Tree Walk, Vauxhall",Geraldine Mary Harmsworth Sports Facility,['Gym and Studio'],,,Park,51.49368637,-0.111014912,6
"001076 - Walnut Tree Walk, Vauxhall",Lambeth Walk Doorstep Green,['Park'],,,Park,51.49368637,-0.111014912,6
"001076 - Walnut Tree Walk, Vauxhall",Roots & Shoots,['Education'],,,Park,51.49368637,-0.111014912,6
"001076 - Walnut Tree Walk, Vauxhall",Imperial Dog Park,['Park'],,,Park,51.49368637,-0.111014912,6
"001076 - Walnut Tree Walk, Vauxhall",Kennington Park Square,['Park'],,,Park,51.49368637,-0.111014912,6
"300246 - Belvedere Road 2, South Bank",Southbank Skate Park,['Skate Park'],,,Park,51.50621,-0.114842,34
"300246 - Belvedere Road 2, South Bank",Jubilee Gardens,['Park'],,,Park,51.50621,-0.114842,34
"300246 - Belvedere Road 2, South Bank",House of Vans,['Skate Park'],,,Park,51.50621,-0.114842,34
"300246 - Belvedere Road 2, South Bank",Temple Gardens,['Park'],,,Park,51.50621,-0.114842,34
"300246 - Belvedere Road 2, South Bank",Bernie Spain Gardens,['Park'],,,Park,51.50621,-0.114842,34
"300246 - Belvedere Road 2, South Bank",Victoria Embankment Gardens,['Garden'],,,Park,51.50621,-0.114842,34
"300246 - Belvedere Road 2, South Bank",Whitehall Gardens,['Landmarks and Outdoors'],,,Park,51.50621,-0.114842,34
"300246 - Belvedere Road 2, South Bank",Waterloo Millennium Green,['Park'],,,Park,51.50621,-0.114842,34
"300246 - Belvedere Road 2, South Bank",Dodge,['Amusement Park'],,,Park,51.50621,-0.114842,34
"300246 - Belvedere Road 2, South Bank",Parliament Terrace,['Park'],,,Park,51.50621,-0.114842,34
"001018 - Phillimore Gardens, Kensington",Holland Park,['Park'],,,Park,51.49960695,-0.197574246,19
"001018 - Phillimore Gardens, Kensington",Nevern Square,['Park'],,,Park,51.49960695,-0.197574246,19
"001018 - Phillimore Gardens, Kensington",Holland Park Gate,['Park'],,,Park,51.49960695,-0.197574246,19
"001018 - Phillimore Gardens, Kensington",Pembroke Square,['Park'],,,Park,51.49960695,-0.197574246,19
"001018 - Phillimore Gardens, Kensington",Edwardes Square,['Park'],,,Park,51.49960695,-0.197574246,19
"001018 - Phillimore Gardens, Kensington",Airlie Gardens,['Park'],,,Park,51.49960695,-0.197574246,19
"001018 - Phillimore Gardens, Kensington",Campden Hill Square,['Park'],,,Park,51.49960695,-0.197574246,19
"001018 - Phillimore Gardens, Kensington",Marcus Garvey Park,['Park'],,,Park,51.49960695,-0.197574246,19
"001018 - Phillimore Gardens, Kensington",Holland Park,['Urban Park'],,,Park,51.49960695,-0.197574246,19
"001018 - Phillimore Gardens, Kensington",Leighton House Museum,['Museum'],,,Park,51.49960695,-0.197574246,19
"001158 - St. Martin's Street, West End",St. James' Square,"['Park', 'Plaza']",,,Park,51.50908747,-0.129697889,5
"001158 - St. Martin's Street, West End",Soho Square,"['Cocktail Bar', 'Wine Bar', 'Restaurant']",,,Park,51.50908747,-0.129697889,5
"001158 - St. Martin's Street, West End",Southbank Skate Park,['Skate Park'],,,Park,51.50908747,-0.129697889,5
"001158 - St. Martin's Street, West End",Jubilee Gardens,['Park'],,,Park,51.50908747,-0.129697889,5
"001158 - St. Martin's Street, West End",Victoria Embankment Gardens,['Garden'],,,Park,51.50908747,-0.129697889,5
"001158 - St. Martin's Street, West End",Whitehall Gardens,['Landmarks and Outdoors'],,,Park,51.50908747,-0.129697889,5
"001158 - St. Martin's Street, West End",The Phoenix Garden,['Park'],,,Park,51.50908747,-0.129697889,5
"001158 - St. Martin's Street, West End",Soho Green,['Park'],,,Park,51.50908747,-0.129697889,5
"001158 - St. Martin's Street, West End",9 Golden Square,['Landmarks and Outdoors'],,,Park,51.50908747,-0.129697889,5
"001158 - St. Martin's Street, West End",St Giles-In-The-Fields Churchyard,['Park'],,,Park,51.50908747,-0.129697889,5
"002696 - Waterloo Station 1, Waterloo",House of Vans,['Skate Park'],,,Park,51.50402794,-0.11386436,31
"002696 - Waterloo Station 1, Waterloo",Southbank Skate Park,['Skate Park'],,,Park,51.50402794,-0.11386436,31
"002696 - Waterloo Station 1, Waterloo",Jubilee Gardens,['Park'],,,Park,51.50402794,-0.11386436,31
"002696 - Waterloo Station 1, Waterloo",Temple Gardens,['Park'],,,Park,51.50402794,-0.11386436,31
"002696 - Waterloo Station 1, Waterloo",Bernie Spain Gardens,['Park'],,,Park,51.50402794,-0.11386436,31
"002696 - Waterloo Station 1, Waterloo",Archbishop's Park,['Playground'],,,Park,51.50402794,-0.11386436,31
"002696 - Waterloo Station 1, Waterloo",Whitehall Gardens,['Landmarks and Outdoors'],,,Park,51.50402794,-0.11386436,31
"002696 - Waterloo Station 1, Waterloo",Victoria Embankment Gardens,['Garden'],,,Park,51.50402794,-0.11386436,31
"002696 - Waterloo Station 1, Waterloo",Waterloo Millennium Green,['Park'],,,Park,51.50402794,-0.11386436,31
"002696 - Waterloo Station 1, Waterloo",Ufford Street Recreation Ground,['Park'],,,Park,51.50402794,-0.11386436,31
"003498 - Geraldine Street, Elephant & Castle",West Square Gardens,['Park'],,,Park,51.49612799,-0.106000855,10
"003498 - Geraldine Street, Elephant & Castle",House of Vans,['Skate Park'],,,Park,51.49612799,-0.106000855,10
"003498 - Geraldine Street, Elephant & Castle",Geraldine Mary Harmsworth Sports Facility,['Gym and Studio'],,,Park,51.49612799,-0.106000855,10
"003498 - Geraldine Street, Elephant & Castle",Elephant Park,['Park'],,,Park,51.49612799,-0.106000855,10
"003498 - Geraldine Street, Elephant & Castle",Mint Street Park,['Park'],,,Park,51.49612799,-0.106000855,10
"003498 - Geraldine Street, Elephant & Castle",Archbishop's Park,['Playground'],,,Park,51.49612799,-0.106000855,10
"003498 - Geraldine Street, Elephant & Castle",Newington Gardens,['Park'],,,Park,51.49612799,-0.106000855,10
"003498 - Geraldine Street, Elephant & Castle",Lambeth Walk Doorstep Green,['Park'],,,Park,51.49612799,-0.106000855,10
"003498 - Geraldine Street, Elephant & Castle",Imperial Dog Park,['Park'],,,Park,51.49612799,-0.106000855,10
"003498 - Geraldine Street, Elephant & Castle",Waterloo Millennium Green,['Park'],,,Park,51.49612799,-0.106000855,10
"022166 - Albert Gardens, Stepney",Stepney Green Park,['Urban Park'],,,Park,51.51328,-0.047784,2
"022166 - Albert Gardens, Stepney",King Edward Memorial Park,['Park'],,,Park,51.51328,-0.047784,2
"022166 - Albert Gardens, Stepney",Stepney Green Gardens,['Park'],,,Park,51.51328,-0.047784,2
"022166 - Albert Gardens, Stepney",Wapping Woods,['Park'],,,Park,51.51328,-0.047784,2
"022166 - Albert Gardens, Stepney",Arbour Square,['Park'],,,Park,51.51328,-0.047784,2
"022166 - Albert Gardens, Stepney",Tower Hamlets College - Arbour Square,['Park'],,,Park,51.51328,-0.047784,2
"022166 - Albert Gardens, Stepney",St James' Gardens,['Park'],,,Park,51.51328,-0.047784,2
"022166 - Albert Gardens, Stepney",Cavell Street Gardens,['Park'],,,Park,51.51328,-0.047784,2
"022166 - Albert Gardens, Stepney",Ford Square,['Playground'],,,Park,51.51328,-0.047784,2
"022166 - Albert Gardens, Stepney",St George's Gardens,['Park'],,,Park,51.51328,-0.047784,2
"001183 - Bramham Gardens, Earl's Court",Nevern Square,['Park'],,,Park,51.49016361,-0.19039362,13
"001183 - Bramham Gardens, Earl's Court",Hereford Square,['Park'],,,Park,51.49016361,-0.19039362,13
"001183 - Bramham Gardens, Earl's Court",Brompton Park,['Park'],,,Park,51.49016361,-0.19039362,13
"001183 - Bramham Gardens, Earl's Court",Redcliffe Place,['Park'],,,Park,51.49016361,-0.19039362,13
"001183 - Bramham Gardens, Earl's Court",Pembroke Square,['Park'],,,Park,51.49016361,-0.19039362,13
"001183 - Bramham Gardens, Earl's Court",Russell Park,['Park'],,,Park,51.49016361,-0.19039362,13
"001183 - Bramham Gardens, Earl's Court",Ready Steady Bounce,['Amusement Park'],,,Park,51.49016361,-0.19039362,13
"001183 - Bramham Gardens, Earl's Court",Addie's Thai,['Thai Restaurant'],,,Park,51.49016361,-0.19039362,13
"001183 - Bramham Gardens, Earl's Court",The Bailey's Hotel London,['Hotel'],,,Park,51.49016361,-0.19039362,13
"001183 - Bramham Gardens, Earl's Court",Harwood Arms,"['Bar', 'Gastropub', 'English Restaurant']",,,Park,51.49016361,-0.19039362,13
"200056 - Vauxhall Walk, Vauxhall",Vauxhall Park,['Park'],,,Park,51.488124,-0.120903,26
"200056 - Vauxhall Walk, Vauxhall",Vauxhall Pleasure Gardens,['Park'],,,Park,51.488124,-0.120903,26
"200056 - Vauxhall Walk, Vauxhall",Millbank Gardens,['Park'],,,Park,51.488124,-0.120903,26
"200056 - Vauxhall Walk, Vauxhall",Kennington Park,['Park'],,,Park,51.488124,-0.120903,26
"200056 - Vauxhall Walk, Vauxhall",St John's Gardens,['Park'],,,Park,51.488124,-0.120903,26
"200056 - Vauxhall Walk, Vauxhall",50 Bonnington Square Limited,"['Property Management Office', 'Real Estate Agency']",,,Park,51.488124,-0.120903,26
"200056 - Vauxhall Walk, Vauxhall",Bessborough Gardens,['Park'],,,Park,51.488124,-0.120903,26
"200056 - Vauxhall Walk, Vauxhall",Lambeth Walk Doorstep Green,['Park'],,,Park,51.488124,-0.120903,26
"200056 - Vauxhall Walk, Vauxhall",The Grassy Knoll - Vauxhall,['Park'],,,Park,51.488124,-0.120903,26
"200056 - Vauxhall Walk, Vauxhall",Lambeth High Street Recreation Ground,['Park'],,,Park,51.488124,-0.120903,26
"200067 - Princedale Road , Holland Park",Holland Park,['Park'],,,Park,51.50646524,-0.208486599,18
"200067 - Princedale Road , Holland Park",Ladbroke Square Gardens,['Park'],,,Park,51.50646524,-0.208486599,18
"200067 - Princedale Road , Holland Park",Pembridge Gardens,['Park'],,,Park,51.50646524,-0.208486599,18
"200067 - Princedale Road , Holland Park",Avondale Park,['Playground'],,,Park,51.50646524,-0.208486599,18
"200067 - Princedale Road , Holland Park",Bodrum Holland Park,['Park'],,,Park,51.50646524,-0.208486599,18
"200067 - Princedale Road , Holland Park",Campden Hill Square,['Park'],,,Park,51.50646524,-0.208486599,18
"200067 - Princedale Road , Holland Park",Airlie Gardens,['Park'],,,Park,51.50646524,-0.208486599,18
"200067 - Princedale Road , Holland Park",Holland Park Gate,['Park'],,,Park,51.50646524,-0.208486599,18
"200067 - Princedale Road , Holland Park",Kyoto Garden in Holland Park,['Park'],,,Park,51.50646524,-0.208486599,18
"200067 - Princedale Road , Holland Park",Holland Park,['Urban Park'],,,Park,51.50646524,-0.208486599,18
"003461 - Sloane Avenue, Knightsbridge",St Luke's Garden,['Park'],,,Park,51.4931848,-0.167894973,14
"003461 - Sloane Avenue, Knightsbridge",Lennox Gardens,['Park'],,,Park,51.4931848,-0.167894973,14
"003461 - Sloane Avenue, Knightsbridge",Cadogan Square Small Garden Limited,"['Property Management Office', 'Real Estate Agency']",,,Park,51.4931848,-0.167894973,14
"003461 - Sloane Avenue, Knightsbridge",Princes Gardens,"['College Quad', 'Park']",,,Park,51.4931848,-0.167894973,14
"003461 - Sloane Avenue, Knightsbridge",Markham Square,['Park'],,,Park,51.4931848,-0.167894973,14
"003461 - Sloane Avenue, Knightsbridge",Holy Trinity Brompton Garden,['Park'],,,Park,51.4931848,-0.167894973,14
"003461 - Sloane Avenue, Knightsbridge",Tedworth Square,['Park'],,,Park,51.4931848,-0.167894973,14
"003461 - Sloane Avenue, Knightsbridge",Secret Garden,['Park'],,,Park,51.4931848,-0.167894973,14
"003461 - Sloane Avenue, Knightsbridge",Hereford Square,['Park'],,,Park,51.4931848,-0.167894973,14
"003461 - Sloane Avenue, Knightsbridge",St Luke's Playground,['Playground'],,,Park,51.4931848,-0.167894973,14
"200015 - Ladbroke Grove Central, Ladbroke Grove",Ladbroke Square Gardens,['Park'],,,Park,51.511624,-0.205921,5
"200015 - Ladbroke Grove Central, Ladbroke Grove",Holland Park,['Park'],,,Park,51.511624,-0.205921,5
"200015 - Ladbroke Grove Central, Ladbroke Grove",BaySixty6,['Skate Park'],,,Park,51.511624,-0.205921,5
"200015 - Ladbroke Grove Central, Ladbroke Grove",Powis Square,['Park'],,,Park,51.511624,-0.205921,5
"200015 - Ladbroke Grove Central, Ladbroke Grove",Pembridge Gardens,['Park'],,,Park,51.511624,-0.205921,5
"200015 - Ladbroke Grove Central, Ladbroke Grove",Avondale Park,['Playground'],,,Park,51.511624,-0.205921,5
"200015 - Ladbroke Grove Central, Ladbroke Grove",Colville Gardens,['Park'],,,Park,51.511624,-0.205921,5
"200015 - Ladbroke Grove Central, Ladbroke Grove",Campden Hill Square,['Park'],,,Park,51.511624,-0.205921,5
"200015 - Ladbroke Grove Central, Ladbroke Grove",Tavistock Gardens,['Park'],,,Park,51.511624,-0.205921,5
"200015 - Ladbroke Grove Central, Ladbroke Grove",Portobello Green Market,['Retail'],,,Park,51.511624,-0.205921,5
"200092 - Mudchute DLR, Cubitt Town",Millwall Park,['Park'],,,Park,51.490645,-0.014582,12
"200092 - Mudchute DLR, Cubitt Town",Island Gardens,"['Café', 'Caribbean Restaurant']",,,Park,51.490645,-0.014582,12
"200092 - Mudchute DLR, Cubitt Town",Mudchute Kitchen,['Farm'],,,Park,51.490645,-0.014582,12
"200092 - Mudchute DLR, Cubitt Town",Docklands Sailing & Watersports Centre,"['Water Sports', 'Tour Provider']",,,Park,51.490645,-0.014582,12
"200092 - Mudchute DLR, Cubitt Town",Mudchute Skatepark,['Skate Park'],,,Park,51.490645,-0.014582,12
"200092 - Mudchute DLR, Cubitt Town",Dodgy Park,['Park'],,,Park,51.490645,-0.014582,12
"200092 - Mudchute DLR, Cubitt Town",St Johns Park,['Park'],,,Park,51.490645,-0.014582,12
"200092 - Mudchute DLR, Cubitt Town",St. John's Park,['Park'],,,Park,51.490645,-0.014582,12
"200092 - Mudchute DLR, Cubitt Town","The Sail Loft, Greenwich",['Bar'],,,Park,51.490645,-0.014582,12
"200092 - Mudchute DLR, Cubitt Town",The Gipsy Moth,"['Beer Garden', 'Pub', 'Gastropub']",,,Park,51.490645,-0.014582,12
"300039 - Wendon Street, Old Ford",Lefevre Park,['Park'],,,Park,51.53603947,-0.026262677,1
"300039 - Wendon Street, Old Ford",Victoria Park Skatepark,['Skate Park'],,,Park,51.53603947,-0.026262677,1
"300039 - Wendon Street, Old Ford",St Stephens Green,['Park'],,,Park,51.53603947,-0.026262677,1
"300039 - Wendon Street, Old Ford",Grove Hall Park,['Park'],,,Park,51.53603947,-0.026262677,1
"300039 - Wendon Street, Old Ford",Old English Garden Victoria Park,['Park'],,,Park,51.53603947,-0.026262677,1
"300039 - Wendon Street, Old Ford",The Greenway,['Urban Park'],,,Park,51.53603947,-0.026262677,1
"300039 - Wendon Street, Old Ford",Grove Hall Park,['Park'],,,Park,51.53603947,-0.026262677,1
"300039 - Wendon Street, Old Ford",Vinarius,"['Liquor Store', 'Wine Store']",,,Park,51.53603947,-0.026262677,1
"300039 - Wendon Street, Old Ford",Crate Brewery,"['Bar', 'Brewery', 'Pizzeria']",,,Park,51.53603947,-0.026262677,1
"300039 - Wendon Street, Old Ford",Vicolo Romano,"['Pizzeria', 'Italian Restaurant']",,,Park,51.53603947,-0.026262677,1
"001057 - Hardwick Street, Clerkenwell",Myddelton Square,['Park'],,,Park,51.5278427,-0.1080682,16
"001057 - Hardwick Street, Clerkenwell",Spa Fields,['Park'],,,Park,51.5278427,-0.1080682,16
"001057 - Hardwick Street, Clerkenwell",King Square Gardens,['Park'],,,Park,51.5278427,-0.1080682,16
"001057 - Hardwick Street, Clerkenwell",Graham Street Park,['Park'],,,Park,51.5278427,-0.1080682,16
"001057 - Hardwick Street, Clerkenwell",Coram's Fields,['Playground'],,,Park,51.5278427,-0.1080682,16
"001057 - Hardwick Street, Clerkenwell",Islington Green,['Park'],,,Park,51.5278427,-0.1080682,16
"001057 - Hardwick Street, Clerkenwell",Gray's Inn Gardens,['Park'],,,Park,51.5278427,-0.1080682,16
"001057 - Hardwick Street, Clerkenwell",St John's Gardens,['Park'],,,Park,51.5278427,-0.1080682,16
"001057 - Hardwick Street, Clerkenwell",St James C of E Church,['Church'],,,Park,51.5278427,-0.1080682,16
"001057 - Hardwick Street, Clerkenwell",Spa Green,['Park'],,,Park,51.5278427,-0.1080682,16
"003432 - Farringdon Lane, Clerkenwell",Myddelton Square,['Park'],,,Park,51.52352001,-0.108340165,15
"003432 - Farringdon Lane, Clerkenwell",Lincoln's Inn Fields,['Park'],,,Park,51.52352001,-0.108340165,15
"003432 - Farringdon Lane, Clerkenwell",Spa Fields,['Park'],,,Park,51.52352001,-0.108340165,15
"003432 - Farringdon Lane, Clerkenwell",Coram's Fields,['Playground'],,,Park,51.52352001,-0.108340165,15
